Timestamp,ShorelinePosition_pixels,ShorelinePosition_m,WaveHeight_m,WavePeriod_s,WaveCelerity_m_s,WaterDepth_m,SeaLevelAnomaly_m
2021-10-13 07:45:00,646.6424148606811,64.66424148606812,43.331385117870106,10.903225806451612,1.2163896759477375,0.8120708251323893,0.0
2021-10-13 08:00:00,634.04,63.403999999999996,72.85031220956789,9.956896551724139,1.4649524972205146,2.5639254628768695,0.0
2021-10-13 08:15:00,805.5046153846154,80.55046153846155,16.122701869564814,7.663461538461538,3.7046615475938207,0.10217514467280753,0.0
2021-10-13 08:30:00,734.7646153846154,73.47646153846154,15.86413873213785,7.490654205607477,4.059420674742794,0.33973603656512597,0.0
2021-10-13 08:45:00,776.8328173374613,77.68328173374613,15.039303038758478,7.601941747572815,0.4136813125631592,0.1415538074240804,0.0
2021-10-13 09:00:00,681.5604900459418,68.15604900459418,14.799415533379984,8.844444444444445,0.7854384837835361,0.4019596356645796,0.0
2021-10-13 09:15:00,655.9890453834116,65.59890453834116,46.69123770786241,11.604166666666666,0.7494301898207345,0.2251599905239407,0.0
2021-10-13 09:30:00,584.984496124031,58.49844961240311,51.07733595872129,11.981818181818182,0.359937054398756,,0.0
2021-10-13 09:45:00,678.5201238390093,67.85201238390094,56.34247838768738,13.647727272727273,1.2755257966297475,1.4283724026373357,0.0
2021-10-13 10:00:00,727.6407465007776,72.76407465007776,51.43382599871938,12.175438596491228,3.98867644700978,0.28438407152243617,0.0
2021-10-13 10:15:00,942.7433070866142,94.27433070866142,60.323739587800226,12.119047619047619,1.1855587138933108,0.9652846608253544,0.0
2021-10-13 10:30:00,844.0146818923328,84.40146818923328,60.44151421782019,11.023255813953488,1.3647812551321323,0.40632983055281224,0.0
2021-10-13 10:45:00,779.884176182708,77.9884176182708,63.98100668201722,11.222222222222221,0.6263431829800027,0.22561689166590623,0.0
2021-10-13 11:00:00,785.9983579638752,78.59983579638752,91.22696754171112,11.745283018867925,0.21969203467151482,,0.0
2021-10-13 11:15:00,697.5765472312704,69.75765472312705,104.00873911120773,11.183333333333334,3.40333496877126,11.596928792154994,0.0
2021-10-13 11:30:00,627.6891447368421,62.76891447368421,48.36062728276501,11.863636363636363,0.5032553602156492,0.40934296022106387,0.0
